Rating,Review,Name
1.0,Today some guests came to the office and today I ordered 3 plates of idli sambhar from Vaishali Nagar. But I had to receive it from time immemorial. Idli Sambhar was very sad to receive that the guest did not eat or we did not get any support from the guests when we requested for the return of the food. That's why this food had to be put in the dustbin. I had a very bad experience with Kahan since Kahan was my fav. Brand is. I will never recommend anything to anyone.,Designer Sunilarora
5.0,"Rose sharbat, rasmalai, kanpuri laddu all sweet are very good taste 👍",Pradeep Singh
5.0,I ordered Amritsari Naan With Daal-makhani & Raita. It Was Very Delicious specially Dal-Makhani n Raita.,Neeraj Sharma
5.0,"Rasmalai, mishri mawa, mawa tiranga, milk cake vary nice👍👏😊",Ramesh Choudhary
1.0,"Hello sir, today I ordered 2 thali from your Khana restaurant but I entered the location by mistake and then your delivery boy took a different amount from me. Did I ask him to give money and that was rude. I started wondering whether the service is not available or my food has also been denied to me or my name is Rajendra so please help me, is it with someone else?",POOJA SAINI
5.0,Baklawala sweets kesar kanpuri laddoo tasty sweets,Honey K sharma
1.0,"How to order Raj Kachori from Zomato and eat it in such small quantity?
You take so much money or the quantity sent is not equal. Very bad service, no one will want to eat Raj Kochuri.",varun verma
5.0,"Rasmalai, kesar kanpuri laddu very good👍
good quality
good food",DEEPAK KUMAR BHATI
4.0,"Food to 1 is not there but there is a need to pay a little more attention to service. Ask for anything at the counters. Ask for something at the counter or the feeling is less. The second is that due to the heavy rush on daily nights, it creates a very suffocated atmosphere.",Sandeep Gupta
5.0,"Good service
Good food
I must try rasmalai,doodh laddu,kaju pista roll very nice tasty",Dipak Safi
5.0,Food is amazing do try Raj kachori.,Rohit Rawal
5.0,"Ghewar and Rasmalai are very good,",Priyanshu Shukla
5.0,"Malpuwa, Kacha Gola, Rasmalai are very nice tasty dishes,",Daulat Soni
5.0,"Kanha sweets famous for their sweets and food...having all variety of sweets like Ras Malai, Kaju Katli, Kesar Kanpuri Laddu, Milk Cake, Kaccha Gola etc.",pawan paiwal
1.0,The most radiating thing was that I liked the garam maangwaa.,Narendra Soni
5.0,"Best sweet shop Jaipur kanha
Must try Rasmalai, kesar kanpuri laddu very tasty or fresh
All staff are friendly",Bhawani Singh
5.0,"Best quality😜
Rasmalai, raw gola, kanpuri laddu
Very nice taste🤤😊
Good food and good service",pawan Singh
5.0,"Best taste... Pls try kesr kanpuri laddu, kaju pista roll, and kanha special dry fruits laddu so yummi",anjali setiya
5.0,"good quality
I must try rasmalai,kesar kanpuri laddu,kachha gola very nice
good food
Good service 👍",rajendra kumawat
5.0,"All varieties of Holi special Gujiya, kanpuri laddoo, milk cake, rasmalai, fruit cream, kaccha gola.",neel kamal
5.0,"Best quality kanha
Kesar kanpuri laddu, kaju katli, rasmalai
Must try special thali very tasty 😋",KARAN SINGH
5.0,"Very good place very nice staff
Chole bhature and pao bhaji amazing👍 taste",Omparkash Bairwa
5.0,"Famous restaurant in jaipur kanha
I purchased rasmalai,kachha,Gola ghewar big rabri very nice 👍
Good service and good food",Jitendra Solanki
5.0,"Best food and mithais, must try Moti Paak, Kanpur ladoo, rasmali, gulab jamun",Sona Singh
5.0,"Excellent service, excellent staff. Good decision of sugar free, baked item, Ganji cookies item also very good, Happy Holi, hearty wishes. Milk cake is very tasty.",Hanuman Singh Rathore
5.0,"Good and friendly, canteen system on site (or delivered), and also cakes to take away. Clean and nice chefs, not super friendly when taking orders, but nothing serious. We liked it 👍💪",Sylvain Aa
5.0,"Best quality Kanha Vaishali
Kesar Laddu Milk Cake Mishri Mawa
Must try rasmalai",Jitu Singh
5.0,"Milk cake,kachha gola,chocolate barfi very tasty
Must try onion kachori good quality",Kanaram Choudhury
5.0,"Good food and good service
Must tray Rasmalai, kachha gola very tasty and fresh😋",Imran Khan
5.0,"Great taste in kanha
Live counters chole bhature and masala dosa very good taste",Lekhraj Meena2756
5.0,"Good quality
Mango rasamalai, rasamalai, fruit ream satori, kesar Badam milk very good 👍",Ghanshyam Sarda
5.0,"Very good place kanha jaipur
Kesar kanpuri laddu, doodh laddu, milk cake
Very good taste and fresh 😊",lalan kumar (Reena Devi)
5.0,"Famous restaurant kannada jaipur
Kesar kanpur laddu, doodh moti pal very good 👍
All staff are friendly
Good service good food 👍",Akhilesh Shah
5.0,"Excellent food n service. Especially kaju katli, Rasmalai and kaju roll.",durga jakhar
5.0,"Best quality Kanha
Kesar kanpuri laddu, milk cake good taste
I like ❤️ rasmalai",Shakti singh rathore
5.0,"Best quality kanha
Kesar kanpuri laddu, milk cake very tasty and fresh",Abhishek bhargava
5.0,"Very nice place
Rasmalai, kanpuri laddu, chowani laddu very nice 🙂
Good food",Kanaram Prajapat
5.0,"Best quality at kanha vaishali
Kesar kanpuri laddu,Mysore Pak
Very tasty😋",Ravi Morwal
5.0,"Best quality😜
Rasmalai, milk cake, ghewar big meetha very nice 🤠",Jawala Singh
5.0,"Milk cake PC ras Malai Kanpur Laddu
Doodh Moti pak sand hai hai",Vijendra Shekhawat
5.0,"Very nice place
Kachha gola, doodh moti Pak very nice 🙂
Good food",PRAHALAD SHARMA
5.0,"good quality
I must try rasamalai,kesar kanpuri laddu very nice 🙂",Anmol Sharma
5.0,"Kanpur laddu, milk cake, raw gola, rasmalai, thali,
The services of Saurav and Pawan ji are very good, their behavior is very good, they talk cheerfully.",Jitendra D Khandelwal
5.0,Kanha's food is very nice and behavior cleaning service and all is the best thank you,Yogendar Yadav
5.0,This place is within budget and the food is very tasty.,VINEET KUMAR
5.0,"Best quality of Kanha
I Try rasmalai misra mawa kanpuri laddu very tasty 😋",Aman Kumar
5.0,"Best very good taste
Kesar kanpuri laddu tasty and fresh",RaHuL Pacherwal
5.0,Osam service and people.. nanha rasgulla and rasmalai very yummy… thank u yadav ji,abhilekh jain
1.0,"Good quality
Kaju kesar, kaju pista roll, kesar ladder very nice 👌",Sanjay sharma
5.0,"All gujiya kesar dry fruit gujiya mil cake
Kachha gola very nice",bablu yogi
5.0,"Milk cake
Kaju katli
Kheer kadam
Tasty is very nice.",Mohit Agarwal
5.0,"Very nice test in rasmalai
Good service
Thank you so much madan ji",Kuldeep Koli
5.0,"Dry gujia moong barfi mil cake rasmali
Bite mix kaju pstal very taste",Malika Kasat
5.0,"Good service
I must try rasmalai,kachha gola very nice",VINOD GURJAR (Chainya)
5.0,Raju kali Moonglow Dal halwa ras Malai Kesari gujiya very tasty staff help,Shanker Singh Bidawat
5.0,"Milk cake ras malai kachha gola
Kesar kanpuri very tasty",Sandeep Singh
5.0,"Best quality 😜
Rasmalai, milk cake
I must try kachhe gola",Barman Chanchal
1.0,"I didn't get water from anywhere but they gave water where it was bad, it is so. bad",Manish sharma
5.0,"Kaju roll, kanpur laddu, ras malai,
Good food
Great staff",AMAN SHARMA
5.0,Kaju katli kaju Pista Roll Kaccha Gola very nice sweets,Rohit Tailor
5.0,"Good sweet
Rasmalai,kanpuri laddu very nice",Sukhveer Singh
5.0,"Suprb
Kaju pista roll,kanpuri ladoo,milke cake
Sataffe service is best",dilip singh Nathawat
5.0,"Milk cake ras malai kaju pista roll
Very tasty",saurabh singh
5.0,Best quality masala dosa pao bhaji chole bhature,Lalita agarwal
1.0,"Now Kanha has stopped paying attention to the test. The price has also been increased a lot, we ordered 4 dishes - Pizza, Garlic Bread, Rava Dosa, Chhola Bhatura, 4 dishes were given with 1, we ate everything cold, they said to heat the garlic bread and pizza back, they clearly refused, this is wrong. Now I won't go back",Yogita Khatri
5.0,The taste of Chana Badam Barfi and Kaccha Gola is too good 😊,Yuvraj Singh Rathore
5.0,"Chowgani laddu, kesar kanpuri laddu very good👍
Ghewar also very nice taste",Shanker Sharma
5.0,Cashew pistachio roll Milk cake rasmalai is very good,Sukra Oraon
5.0,"Kanpuri ladoo, kajupuri, doodh ladoo were excellent and staff behavior was also very appreciative",Gaurav Agarwal
5.0,"Rasmalai, dal kachri, pyaaz kachori very nice 👍
Good service
Good staff",Smart Boy
5.0,"Rasmalai, samosa, kachori, chocolate pastry best & fresh, good staff behavior",Priyanka Jha
1.0,"This season I had taken Ghevar which was very useless, these days the quality is not as good as before, it is smelly and it lasts for days. Now I am not able to give the same quality as before, I have checked many times!",Ramesh Nitharwal
5.0,Ras malai very tasty milk cake Praksh Kumar,Tapan roy
4.0,Rasmalai cashew pistachio roll milk cake Kesar kanpuri laddu,Ravi Bari
5.0,"Kaju katli 'kaju pista roll' Very good taste
Good food
Good staff",ANUP JANA
2.0,Honey chilli potato seems french fries and chole tikki ne to chaat ki definition hi badal di.... very disappointed n not paisa wasool,Bharti Khatumaria
5.0,Chola bhatura and sweets (Ras malai & kachha gola) is delicious,Dheeraj Vyas
5.0,"Ghewar rabri and kanpuri laddu, kachha gola very nice ☺️",Babulal Sharma
5.0,"Kesar kanpuri laddu, nariyal doodh barfi, rasmalai very good ☺️
Good service 💯",Kanhaiya Sain
5.0,"Very good place 😃
Raj kachori ki very good taste",naren verma
5.0,"Milk cake, kesar kanpuri laddu
Very nice tasty",vishnu gurjar
5.0,Rasmalai milk cake laddu keser kanpur best quality,Karampal Katariya
5.0,Kaju rose ladoo and kaju roll pista are best in Jaipur,Sumit Pardasani
5.0,"very nice place
Kesar Kanpuriya Laddu Milk Cake Very Nice",Shaitan Singh
5.0,Rasmlaii too good...nd mlaii chamch awesome taste,Sagar Modi
5.0,Kaju posta roll Rasmalai kanpuri laddie Baht a cha-cha hai,Vishnu Kanwar
5.0,"Best quality in kanha
Kanpuri laddu, Moti Pak very nice 🙂",Brajesh Suman
5.0,"Milk cake ras Malai kachha Gola
Very tasty",Mehul Gothi
5.0,"Kaju katli, kanpuri ladoo. Motipak, RASMALAI... Very very tasty",Divyanu Baheti
5.0,Amazing cholesterol bhature spl thali nice place,Drishti Roy
5.0,"I must tray kanha shree khand, rasamalai very nice 🙂",Banshi Jatt
5.0,"Cashew pistachio roll kesar kanpuri laddu
Rasmalai besan laddu",Kamal Choudhary
5.0,Great chole bhature pao bhaji raj kachori,Mahak Garg
5.0,Great chole bhature pao bhaji raj kachri,Gopesh Kalyana
5.0,"Bakalava sweet very nice
Rasmalai is also good 😊",Deepak Singh Chouhan
5.0,Kaju pista roll & pista badam barfi very testy and best,Kamlesh Sen
5.0,"Chan badam barfi very good
Kesar kanpuri ladu very testy",Manish Sharma
5.0,Dry rasgula milkcake rasmalai doodh moti pak g00d taste,Arvind Kumar
5.0,Nice chole bhature raj kachori pak bhaji,Ranjit Kumar
5.0,"I love Kanha.
Best white kalakand,kanpuri laddu",Ansh garg
5.0,Sweets Kajuu pista roll kaju Gulab roll kaju anjeer good,vishalï jindal
4.0,"Kanha outlet - Best for snacks. You can have Raj Kachoori, Pani Puri.",Abhishek Porwal
5.0,"We like, kanha bhog, ras malai and mawa gunji",shivam sharma
5.0,"Nice place
Rasmalai, milk cake, kachha gola, doodh laddu
Very nice 👍🙂
Good service",Yogi siyaram Sabrawali
5.0,"Badam barfi,kaju pista roll very nice 🙂",DIGVIJAY SINGH
5.0,"Rasmalai, rasgulla, ghewar big rabri very nice",PULKIT JAIN
5.0,Experienced a very beautiful environment and dedicated service environment.,Babulal Choudhary
5.0,Kacha gola rasmalai kesar kanpuri laddu very nice,rukmani Kanav
5.0,"Rasmalai, rasgulla, dal kachori very good 👍",Kamal Sain
5.0,"Best in Jaipur
Paneer Pratha is good",Deepak Saini
5.0,"Kaju pista roll, rasmalai very nice 👌",Narendra Garg
5.0,"Ras malai , kalakand n khandvi is the best & staff is also good…",Vikram Chauhan
1.0,"Chenankgo toast, gulabzamun, kaju katli, kesar kanpur ladoo",VIJAY KUMAR SINGH NIRWAN
5.0,Very good kesa kanpuri laddu,RAJU JAJORIA
5.0,"Rasmalai, saffron kanpuri laddu very nice 👍",babita kumari
5.0,Kanpuri laddu ras mali very tasty,Rajesh Singh
1.0,"They spend too much time, send the message of order ready in advance, do not place the food order, send the message in advance, that is why the delivery boy gets low rating.",Kailash Devatwal
5.0,Fevar ras malai Chenna toast was amazing,niharika maheshwari
5.0,Kacha gola and bangali sweet very nice ❤️,Varsha Joshi
5.0,"Rasmalai,jeera,ajwain cookies very nice",Devendra Rathore
5.0,Kesar kanpuri laddu very tasty 🤤😋,Sameer Mansuri
5.0,Mishri mava and moti pak is very delicious,Manish Sidharth
5.0,Best Bhature chole and Ras Malai,PJ
5.0,God's time for toast and fruit cream 😍😍😍😍,Unique Livestock
5.0,"Best quality, kesar kanpuri laddu, kesar gujiya",D.L. Sharma
5.0,Rasmalai and kesar kanpuri laddu very nice,Ravi Singh rajawat Ravi Singh rajawat
5.0,"Taruchhaya Residency
Very comfortable, convenient and qualitatively constructed flats..",Gopal Jingar
5.0,"Kachha Gola, kesar kanpura laddu very good",VINOD JAISAWAL
5.0,"Kanha is good place
choley bhature good",RAKESH KUMAR
5.0,Rasmalai and kanpur ladder and phalhari namkeen very,Amit Kumar
5.0,"Milk cake, kacha gola, ras malai",Harjit Singh
3.0,"I was hungry but couldn't find good food,
Now there is no time, there is absolutely nothing to be made on earth,
Chloé toh h chloe h apna wohi kana,
Poori family will be happy when you meet Kanha!",Jayy “A Quiet Nomad” Nagar
5.0,Raw kola kana bhog best quality,punesh sharma
5.0,Kaju pista roll very good 👍👍👍,Varma Vijay
1.0,"Onchi Shop Feeka Pakwan
rubbish food
Chapati Hardness like rubber,",sujeet chaudhary
5.0,Amazing food chole bhature.,Rv choudhary
5.0,"milk cake,ras malai,kachha golaveey good test.all staff good 👍",Govind Gupta
5.0,"Puri bedai and kanpuri laddu
Bundi",seema birani
5.0,Great chole bhature raj kachori,Bhawana Kanwar
5.0,Kaju pista roll milk cake,mukesh yadav
5.0,Keshar almond milk best ❤️,nikhil dadhich
5.0,"Rasmalai, mango rasmalai very nice ☺️",vinay singh
5.0,Kanha's paneer pratha good,Khalid Khan
5.0,Very nice place to eat.  Parking is free. The staff is also good.,YAD RAM BOHRA
5.0,Kacha gola very good 👍👍,Pavan Varma
5.0,Kesar Kanpuri lddu very much for,Neeraj Sharma
5.0,Kacha gola very good 👌👌👌,Raju mahawar
5.0,Kaju kalash very nice 👍,Sandeep Singh
5.0,Kaju pista roll nice,Hajari Lal
5.0,Rasmalai very nice 👌 👍,Dilkhush Sain
5.0,Rasmalai very nice 👍🏻,Yuvraj Jangir
5.0,Super,Kamalesh Dukiya
5.0,Rasmalai very nice 🙂,Kanha Ram
5.0,Rabri gulab jamun,Rinki Rathore
4.0,Had Raj Kachori. Lovely taste,deval Laxmikant
5.0,Lassi with Chhola bhatura...Super good,Aayushi Kapoor
5.0,Rasmalai,Jasvant Jasvant
5.0,balaji temple,Shubham Garg
1.0,Is this restaurant amazing food & taste?,Satyanarayan Singh Rajpurohit
5.0,Rasmali very nice,mahaveerbaid1986@Gmail.com baud
5.0,I love the kanpuri laddu,Kritika Gupta
3.0,Tawa roti kachhi thi,Hansa Meena
1.0,Paw bhaji k paw thnde,Bhopal Singh
3.0,"I had a great experience at Hotel Highway King on Ajmer Road. The location is convenient, especially for travelers, as it’s right on the highway. The rooms were clean and well-maintained, with all the essential amenities provided.
The food at the restaurant was delicious, with a variety of options to choose from, catering to both local and international tastes. The ambiance was pleasant, making it a good spot for both family and solo travelers.

The only downside was that the service during peak hours was slightly slower, but the quality of food and hospitality made up for it. Overall, it’s a fantastic place to relax during a road trip. Highly recommended!",Ajay Sharma
4.0,"If you're looking for a great place to enjoy a meal on your travels, Hotel Highway King at 200ft Bypass is a must-visit! The food here is absolutely delicious, offering a wide variety of dishes that cater to all tastes. From their flavorful North Indian cuisine to their refreshing beverages, every dish is prepared with care and attention to detail. The quality of the ingredients is top-notch, and the flavors are perfectly balanced. Whether you're stopping by for a quick snack or a full meal, you're guaranteed a satisfying and memorable dining experience. Highly recommend it for anyone passing through the area!",Satyam Sharma
4.0,We stopped here for a tea break while going to Beawar and ended up having tandoori crisp aloo pyaz and green chilli paneer parantha. Adrak wali Kadak chai and staff’sweet smile was cherry on the cake. Swift service and great taste made our experience a delightful one.  Neat and clean bathrooms was another feather on their cap. So must stop here and enjoy the food,Meena Jain
4.0,"recently visited highway king for dinner the quality of the food was good, and the warm and welcoming atmosphere of the restaurant. The staff was attentive, friendly and very knowledgeable about their menu offerings.

The food was absolutely mouthwatering and fresh.
I also must mention the wonderful services of Highway King - the staff was very helpful.
Authentic Indian food, attentive, cooperative and friendly staff. Great experience to stay here, rooms were amazing. Located near to highway so walkable distance is also a plus point.",sachin khandelwal
5.0,"If you carve for the best authentic North Indian cuisine, then it's the place you need to visit if you are in town. Love their ambience and hospitality. You will fall in love for their...
The location is great, and the taste is awesome 👌 ... lots of options from Panipuri to Italian Pizza .
Good parking space is available for the vehicles .",Rajat Modi
4.0,One of the best restaurant on highway. To be very honest i thought it would be expensive but it was pocket friendly also. Also any dish I have ordered was too good and tasty. So big yes to this.,Harshit Singh
3.0,"Visited for a dinner, ample parking, food and snacks  options, also has a rooftop bar. The food was well prepared and served in time
As didn't stay, so rooms have not been rated",Neeraj Tuli
4.0,It is available at the main road and offers parking space. Has both options for open air dining and with shed. Food was good. Overall good experience. I recommend this to every one!,Mohit Kakkar
5.0,"Very good ambience and clean environment and hotel room. The best thing was the lightning bolt services, the food comes to room in maximum 12 minutes. Cheap and best to conclude.",Annu Chaturwedi
4.0,The highway king is a good place to stop by and eat something. I always find their food value for money. The biggest plus point is that they have clean washrooms.,Rohit Baila
4.0,"Hotel Highway King offers a fantastic dining experience, especially for evening visits. Located near the 200ft bypass, it's a bit far from Jaipur city but absolutely worth the drive. I visited with family, and the food was wonderful. The highlights of my meal were the boondi raita, lacha paratha, paneer, fried rice, and dessert – the delicious rabdi. The ambiance was pleasant, and the service was great. It's a perfect spot for a family outing or a casual gathering with friends. Highly recommended for anyone looking to enjoy some quality time and good food!",Prachi sangar
2.0,Very shocked to see that they different quantity at different places.....I ordered Brownie at Bagru they offered 2 nos brownie and 2 scoop icecream while in Jaipur store next day they offered 1 brownie and 1 scoop at same price..... Couldn't understand why they have double standard,Nikhil Agarwal
4.0,Very good ambience and food quality. It's hygienic. If you wanna try something first... must try aloo paratha their ... yum...,Anamika Tripathi
4.0,"I recently stayed in Hotel Highway King Patel nagar Jaipur. Both Shailendra and Vikas, managers in hotel were very supportive and professional. Loved amenities, room service and delicious food. And very reasonable prices.. Ambiance of hotel was also good..there were folks  coming and celebrating birthdays..which was very warm to see. Highly recommend the hotel to spend quality time with family.",Sumit Uppal
4.0,I used to go there frequently and the restaurant used to be good but now their food quality is decreasing day by day . I would not recommend this place to anyone.,Monika Sheoran
3.0,The free breakfast don’t give u any option.. u get one one parantha n nothing else with one cup tea.. free breakfast is a scam. The rooms are small with only basic amenities. They don’t even give u a free water bottle on stay.. they don’t clean room on repeated requests also..in general it’s not value for money.. food is ok,puneet aggarwal
4.0,"We went to their restaurant. The food was nice, with plenty of options. The service was also commendable. Overall, it was a nice experience.",Nupur
4.0,We stayed at Highway Kings. Room was good. Reasonably Priced. 24x7 Eating facility. Location on the NH. Ample parking.,Narender Kumar Garg
3.0,"Good place to quench your hunger while on a trip. Spacious with multiple seating arrangements. Lots of locals who aren't traveling also come for food and to hang out.
Location is on Ajmer road, which has become infamous for jams and menu is bit pricy and portions comparatively less.",Ahmad Faraz
4.0,"Exceptional Service and Professionalism by Hotel Highway King Staff

I had the pleasure of staying at Hotel Highway King recently, and I must commend the exceptional service provided by the staff, especially employees Shailendra Singh and Vikas Kaswan. Their humility and politeness stood out immediately, creating a warm and welcoming environment for all the guests.

Both Shailendra Singh and Vikas Kaswan were extremely attentive and dedicated to their roles. They ensured that every guest's needs were promptly addressed and went above and beyond to make the stay comfortable. Their enthusiastic and professional approach, combined with their willingness to assist with any request, truly enhanced the overall experience.

The rest of the team was also incredibly attentive to every detail, ensuring that all our needs were met in a timely and efficient manner. It was impressive to see how well the staff handled guest interactions, always maintaining a calm and respectful demeanor, even during busy periods. They displayed remarkable cooperation with one another, further enhancing the smooth operations of the hotel.

Overall, I highly recommend Hotel Highway King not just for its amenities, but for the outstanding team, especially Shailendra Singh and Vikas Kaswan, who work tirelessly to ensure guests feel comfortable and well-cared for.",Dr Udyog Shukla
4.0,The quality of food is good. Worth the visit .  However  they can improve upon their service.,pushkar yadav
4.0,"Authentic Desi Delight at Hotel Highway King!

I recently stopped by Hotel Highway King and indulged in their mouth-watering Paratha with Matka Dhai - a true Desi Makkhan experience!",Shripal Rajpurohit
4.0,Good food… supper fast service n cosy environment,Kavya Negi
5.0,It is the best place to grab a bite while travelling. From North Indian food to South Indian to Chinese each and everything we ordered was delicious. The portions are also good.,Somya Gupta
5.0,Great food and the service was fast and exceptional. We had saag and roti and was really very good,Sama Taneja
5.0,"It's was quite amazing place. The decor, the arrangements and most importantly the food is so delicious and good ❤️",KUMOLIKA VERMA
2.0,"Bad experience 27 people sat together ordered all the food u imagine and ordered a upma also for my child but learnt that their chef don't know how to make it 😅. and as the waiter was taking the order, we canceled it as our 6 month child will not be able to eat there but as per them they made the order in that while we were talking to them about upma and threw it out as the situation took wrong turn😂. What a bad 👎 service and staff.
The most annoying part was they came to us when we were sitting in our vehicle leaving the hotel asking for 2 water bottle money, he was not concerned for the customer rather for 2 water bottle",nirmal choudhary
3.0,Head to this place if you want to grab tasty and hygienic de-tour on the highway,Rahul Kapoor
4.0,"I liked food and ambience of highway king.
Its nice place to go with family for dinner.
They give very fast service. Great place in Vaishali to hangout",minal jain
3.0,"One of my worst experience in life
Just good food is not enough, good food is served with hospitality and positive attitude

A good food joint needs a good manager and I guess you guys have good damager

Very disappointing",mustaqahmed hashmi
3.0,Food was gud but was overpriced happening place on highway for us from Punjab it's like haveli in a new building,Lalit Sapra
3.0,"Room service is not up to the mark.... When u order food, they forget to bring the whole order... Then u have to remind them.",Nilesh Gagal
5.0,Nice place for lunch or dinner with family.Food quality is good and service is also good.,Naveen jain
3.0,The place is very good but the waiter is very rude we went to have lunch but the waiter was so rude that we didn’t order and we left the restaurant and eat in other one.,Kushagra Agrawal
3.0,Management has ruined the placed with new rules. Doing petty things to increase profits! Like stopped serving chutney with bear snacks... Cmon!,Prashant Sharma
3.0,"⭐️⭐️ *only for ambiance*
Otherwise
Disappointing Experience at Hotel Highway King. I had a disappointing experience at Hotel Highway King on Ajmer Road. The taste of the food wasn't good, and despite repeatedly asking for soft tandoori, we were served roti that was so hard it was almost inedible.

However, the restaurant is quite famous for its nice family atmosphere and good views, but unfortunately, the food quality didn't match the reputation.

I hope they improve their service and food quality in the future.",Bharti Soni
5.0,"Best hotel in hotel room available best food, near me rawat paramedical collage ajmere road 200 feet bypass",Sandeep Guri
4.0,"Very nice place to eat and relaxation. Neat and clean, professional staff. Hygiene and specious setting.

I love the place and atmosphere.

Will definitely visit again, mention Manjeet Singh Ji.",Ajeet Singh
2.0,"Poor quality food worst service paneer nd sambhar is so sweet nd food is not good quality
Chapatis are not proper cooked",Nikki Bansal
5.0,"Had lunch here, tandoori roti with daal and panner kadai curry, taste and ambience was good. You should try it.",Somu Sundaram
3.0,"I asked a waiter if the naan of your restaurant contains egg, he said yes. It was a big shock for me and my family since the menu clearly mention the food as pure vegetarian.",Anshul Jain
3.0,"This restaurant is not good enough to provide  any kind of service i will not recommend this to anyone for choosing this place, and about all the mention reviews are paid so don’t believe it.",KUNJ SHAH
5.0,"Food is awesome, must try makki di roti with Sarso da saag.",Amit Garg
2.0,"I rated it 2 stars cause the food is not good and the service is slow too. I also used the rooftop bar 🍺 it was good but again the service is slow. Hence, overall raring is 2. Recently I also read the news regarding the food quality in the news and it was found rotten vegetables and other things in the kitchen so be very careful if you are planning to eat in the same hotel.",Siddharth Gaur
2.0,"We recently visited Highway King in Jaipur, Rajasthan, and was extremely disappointed with the service, particularly concerning the preparation of food for 6 month baby there were no efforts were made to accommodate this request and we refused to eat due they were not  making food for kid after the rejection we left the hotel but they bad mouthed us. This lack of consideration and service left us frustrated and dissatisfied. This is what their defination of hospitalilty.",lucky choudhary
2.0,"worstest experience ever....ordered food for 26 memebers and we  asked to cook upma  for 6 months old toddler and they denied it that chef doesnt no how to cook it ...this answer itself was a disaaterous reply ..even though we requested a couple of times..yet they were adament and reply very rudely to us ...so we decided to leave ....and soon the whole staff gathered and started argumenteing with us ...
suggestion absolutely not to go there..",Prabha Choudhary
5.0,food was great 😊 nothing to think about the taste the taste is so good,Kapil Suthar
4.0,"Best midway .
Delicious food.
Just little bit expensive 🫰 …",Anurag Sharma
1.0,Had dinner with kids and pizza and garlic bread were worst. Cheese was stale.,Neha Mishra
4.0,"Restaurant is amazing, delicious fresh food, with extremely quick serving. Deserves 6 🌟",Gauransh Gupta
4.0,Service is so fast...& food is also good. You can visit with your family or friends for dinner or lunch....pocket friendly too.,Devkaran Jangid
1.0,I visited the hotel with 27 family members with 6 month child nd ask for upma bt hotel staff told doesn't provide food nd staff was incorporate and it was very bad experience,Nandhini Nandhini
4.0,"Hotel Highway King is an amazing place, man! The greenery surrounding the hotel creates such a refreshing and pleasant atmosphere. The place is always neat and tidy, and the staff is well-dressed and professional. And let me tell you, the food there is absolutely delicious! They offer a wide range of mouthwatering dishes that will satisfy any craving. The vibe of the hotel is just perfect, creating a comfortable and welcoming ambiance. Whether you prefer indoor or outdoor seating, they've got you covered. Hotel Highway King is definitely the best place to stay and enjoy a great time. You won't be disappointed! 🌿🍽️🏨",Shubham Agarwal
4.0,Value for money... but need improvement in certain services... good to stay for a night...,Arpan De Sarkar
4.0,"Amazing place to have breakfast, brunch, lunch and dinner. Flavours and the taste of food is exotic and they have such a good ambience too.",AMAAN HASAN
4.0,Good restaurant on main highway. Mostly crowded and food quality is average to good,Rahul Jain
4.0,"Nice and very clean
A good stop for tea snacks any time of the day",Nitin Bhardwaj
4.0,"Loved it.
I went there for dinner.. the vibe of the place was very good.. covered with plants and good lighting.
There are three sitting  options for dine in including one open air. All of them are spacious and service was unbelievably super fast for us. Ordered their king special gattey which was okayish overall food was decent according to price. Also there are many activities for kids and grownups like shooting etc.. overall very good experience.",Sarvashrestha Singh Bhatia
4.0,Nice place on the highway for break journey. Rooms are spacious. Food quality is good. Staff is humble and polite.,MUNISH PARIKH
1.0,"worst location because returning back from there to jaipur city is a very complicated issue, nobody knows how to drive back to jaipur from this resort....",madhur gupta
4.0,"A good hotel for food but prices are very high according to there services , interior was good parking space and staff is also nice but food taste not as expected as price and there marketing",Bhavdeep Solanki
4.0,"Nice lively place for get together and quick bites, the place offers a variety of dining options, kids friendly and value for money.",Divya Singh
3.0,"Since they have extended seating capacity, food quality is downgraded,
But naam hi kafi h",Narender Kumar Swami
3.0,"Only issue is parking availability near 200 feet bypass property.
Else is good",Anand Sharma
4.0,Food was good. Staff members were always there to hear you out. The place was overall nice.,meghna sisodia
4.0,"Visited for the first time, great experience, the service was very fast, quiet friendly staff. Overall the taste of food was great, and portion size was also good. The price was nominal. There is lots of parking space available at the back side of the hotel. The hotel area is big, I had dinner in the open air restaurant and it was great. Overall worth it and must try.",Ddhruv Arora
3.0,"Cannot call this hotel good. I stayed here for a day, there was no recharge in TV. If you have booked a hotel with breakfast, then when you go for breakfast, you will also be charged for drinking water. Whereas this does not happen in other hotels.",Shiv kumar sisodiya
3.0,"I didn't like the paratha this time, though curries were good👍 …",Abhilekha Nirwan
2.0,"Worst hotel to stay in Jaipur, worst management service. Washroom smell so bad, they had to move us to 4 different rooms. They keep using the room freshener but that makes it even worst. Location is good and having restaurant at the property is good. I would not recommend staying at this hotel. You still can use the restaurant by staying at the neighbor properties.
I would give big zero to service and to the management team.",V C
3.0,They need to improve their coffee. It tasted like only milk and no taste of coffee at all.,Kavita Satam
3.0,I'd say the first time I went to Highway king it was fantastic ever since then the place has degraded. There is open sewage right outside which reeks. Food is average.,Sucheta gupta
3.0,"This hotel was a convenient option for me while I was heading to Rewari, Haryana, due to its location right off the highway, just before the Jaipur Ring Road. …",Nitin Vats
